statusId | label
8|test
statusId|sensorName|value|timestamp
8|3-axis Accelerometer|[20.254946,-11.769896,0.9672575]|1485609779336
8|3-axis Accelerometer|[20.705057,-11.769896,1.1587936]|1485609779345
8|3-axis Accelerometer|[21.212627,-12.11466,1.6376339]|1485609779355
8|3-axis Accelerometer|[21.404163,-12.698846,2.5953147]|1485609779365
8|3-axis Accelerometer|[21.136013,-13.072341,3.4093432]|1485609779375
8|3-axis Accelerometer|[20.628443,-12.603078,3.5625722]|1485609779384
8|3-axis Accelerometer|[20.293253,-12.516887,3.6870706]|1485609779394
8|3-axis Accelerometer|[19.977219,-12.641385,3.7828386]|1485609779405
8|3-axis Accelerometer|[19.967642,-12.325351,3.0071173]|1485609779415
8|3-axis Accelerometer|[20.254946,-12.095507,2.384625]|1485609779424
8|3-axis Accelerometer|[20.36029,-11.9614315,2.6144683]|1485609779434
8|3-axis Accelerometer|[20.015526,-11.540052,3.265691]|1485609779444
8|3-axis Accelerometer|[19.40261,-10.965444,3.7828386]|1485609779454
8|3-axis Accelerometer|[18.981232,-10.505757,4.510676]|1485609779463
8|3-axis Accelerometer|[18.646044,-10.46745,5.7365074]|1485609779473
8|3-axis Accelerometer|[18.08101,-10.812215,6.895301]|1485609779484
8|3-axis Accelerometer|[17.60217,-10.582372,7.2783732]|1485609779494
8|3-axis Accelerometer|[17.410635,-9.825804,7.2113357]|1485609779503
8|3-axis Accelerometer|[17.324444,-9.471462,7.335834]|1485609779513
8|3-axis Accelerometer|[17.152061,-8.973468,7.393295]|1485609779523
8|3-axis Accelerometer|[17.180792,-8.121132,7.479486]|1485609779533
8|3-axis Accelerometer|[17.429789,-7.201759,7.52737]|1485609779542
8|3-axis Accelerometer|[17.72667,-6.2823853,7.680599]|1485609779552
8|3-axis Accelerometer|[18.157625,-5.363012,7.5848308]|1485609779562
8|3-axis Accelerometer|[18.406622,-4.213795,7.326257]|1485609779573
8|3-axis Accelerometer|[18.540697,-3.41892,7.335834]|1485609779582
8|3-axis Accelerometer|[18.521544,-2.8634653,7.240066]|1485609779592
8|3-axis Accelerometer|[18.492813,-2.6623523,7.086837]|1485609779602
8|3-axis Accelerometer|[18.253393,-2.5474305,6.742072]|1485609779612
8|3-axis Accelerometer|[17.918205,-2.2218192,6.4164605]|1485609779621
8|3-axis Accelerometer|[17.496826,-1.5514427,6.129156]|1485609779631
8|3-axis Accelerometer|[17.238253,-0.91937345,5.755661]|1485609779642
8|3-axis Accelerometer|[16.682798,-0.5554548,5.506664]|1485609779651
8|3-axis Accelerometer|[15.964537,0.10534488,4.8745947]|1485609779661
8|3-axis Accelerometer|[15.351622,0.6991069,4.55856]|1485609779671
8|3-axis Accelerometer|[14.346057,1.5897499,4.510676]|1485609779681
8|3-axis Accelerometer|[13.541605,2.5761611,4.5777135]|1485609779690
8|3-axis Accelerometer|[12.785037,3.4763808,4.8745947]|1485609779700
8|3-axis Accelerometer|[12.133814,4.050989,4.807557]|1485609779710
8|3-axis Accelerometer|[11.60709,4.5298295,4.6160207]|1485609779721
8|3-axis Accelerometer|[11.003751,4.8458643,4.2904096]|1485609779731
8|3-axis Accelerometer|[10.505757,5.171476,3.9935284]|1485609779740
8|3-axis Accelerometer|[9.548077,5.5258174,3.8498764]|1485609779750
8|3-axis Accelerometer|[8.734048,5.592855,3.8977604]|1485609779760
8|3-axis Accelerometer|[7.9104424,5.315128,4.4436383]|1485609779769
8|3-axis Accelerometer|[7.441179,4.817134,5.2002063]|1485609779779
8|3-axis Accelerometer|[6.943185,4.462792,5.985504]|1485609779789
8|3-axis Accelerometer|[6.1195793,4.6926355,6.167464]|1485609779800
8|3-axis Accelerometer|[5.2385135,5.535394,5.8705826]|1485609779809
8|3-axis Accelerometer|[4.8267107,6.0621185,5.535394]|1485609779819
8|3-axis Accelerometer|[4.462792,6.435614,5.6407394]|1485609779829
8|3-axis Accelerometer|[4.213795,6.7324953,5.6120086]|1485609779839
8|3-axis Accelerometer|[4.050989,6.588843,5.4779334]|1485609779849
8|3-axis Accelerometer|[3.763685,6.2823853,5.3247046]|1485609779858
8|3-axis Accelerometer|[3.0933087,6.14831,5.046977]|1485609779868
8|3-axis Accelerometer|[2.4516625,5.90889,5.046977]|1485609779879
8|3-axis Accelerometer|[2.1452048,5.631162,5.257667]|1485609779888
8|3-axis Accelerometer|[1.6280571,5.439626,5.2959743]|1485609779898
8|3-axis Accelerometer|[1.388637,5.5162406,4.8745947]|1485609779908
8|3-axis Accelerometer|[1.1204864,5.9184666,4.721366]|1485609779918
8|3-axis Accelerometer|[0.6512229,6.7612257,4.060566]|1485609779928
8|3-axis Accelerometer|[0.38307226,7.4603324,3.016694]|1485609779937
8|3-axis Accelerometer|[0.36391866,7.6614456,2.1930888]|1485609779947
8|3-axis Accelerometer|[0.31603462,7.5848308,1.733402]|1485609779957
8|3-axis Accelerometer|[0.2681506,7.345411,1.532289]|1485609779967
8|3-axis Accelerometer|[0.076614454,7.067683,1.7525556]|1485609779977
8|3-axis Accelerometer|[-0.1340753,6.655881,1.8483237]|1485609779987
8|3-axis Accelerometer|[-0.12449849,6.0716953,1.9249382]|1485609779997
8|3-axis Accelerometer|[-0.22984336,5.6790466,2.0111294]|1485609780007
8|3-axis Accelerometer|[-0.21068975,5.315128,2.087744]|1485609780016
8|3-axis Accelerometer|[-0.11492168,5.142745,1.8387469]|1485609780026
8|3-axis Accelerometer|[0.05746084,5.1523223,1.3503298]|1485609780036
8|3-axis Accelerometer|[0.24899697,5.2480903,0.93852705]|1485609780046
8|3-axis Accelerometer|[0.5267244,5.315128,0.12449849]|1485609780055
8|3-axis Accelerometer|[0.60333884,5.2863975,-0.6799533]|1485609780066
8|3-axis Accelerometer|[0.7469909,4.8937483,-1.0630256]|1485609780076
8|3-axis Accelerometer|[0.6799533,4.1180267,-0.49799395]|1485609780086
8|3-axis Accelerometer|[0.25857377,3.3997664,0.36391866]|1485609780096
8|3-axis Accelerometer|[-0.1436521,2.7389667,0.9672575]|1485609780105
8|3-axis Accelerometer|[-0.47884035,2.432509,1.6184803]|1485609780115
8|3-axis Accelerometer|[-0.5267244,2.2218192,1.9249382]|1485609780125
8|3-axis Accelerometer|[-0.5746084,2.078167,1.7525556]|1485609780135
8|3-axis Accelerometer|[-0.641646,1.934515,1.3599066]|1485609780144
8|3-axis Accelerometer|[-0.6607997,1.5897499,0.9576807]|1485609780155
8|3-axis Accelerometer|[-0.78529817,1.1109096,0.37349546]|1485609780165
8|3-axis Accelerometer|[-0.94810385,0.63206923,-0.1340753]|1485609780174
8|3-axis Accelerometer|[-1.0821792,0.20111294,-0.45010993]|1485609780184
8|3-axis Accelerometer|[-1.13964,0.038307227,-0.6895301]|1485609780194
8|3-axis Accelerometer|[-1.2354081,-0.22026655,-0.7469909]|1485609780204
8|3-axis Accelerometer|[-1.2449849,-0.5746084,-0.49799395]|1485609780213
8|3-axis Accelerometer|[-1.1683705,-1.0821792,-0.2681506]|1485609780223
8|3-axis Accelerometer|[-1.1013328,-1.532289,0.019153614]|1485609780234
8|3-axis Accelerometer|[-0.8714894,-1.8579005,0.37349546]|1485609780244
8|3-axis Accelerometer|[-0.47884035,-2.030283,0.47884035]|1485609780253
8|3-axis Accelerometer|[-0.1340753,-2.078167,0.038307227]|1485609780263
8|3-axis Accelerometer|[0.4309563,-2.0015526,-0.8523358]|1485609780273
8|3-axis Accelerometer|[0.93852705,-1.9919758,-1.3694834]|1485609780283
8|3-axis Accelerometer|[1.1109096,-2.327164,-1.982399]|1485609780293
8|3-axis Accelerometer|[1.2449849,-2.72939,-2.3463178]|1485609780302
8|3-axis Accelerometer|[1.2449849,-3.265691,-2.4995465]|1485609780312
8|3-axis Accelerometer|[1.1492168,-3.620033,-2.5091233]|1485609780323
8|3-axis Accelerometer|[1.2066777,-3.6966474,-2.1643584]|1485609780332
8|3-axis Accelerometer|[1.388637,-3.8977604,-1.5610195]|1485609780342
8|3-axis Accelerometer|[1.1779473,-4.271256,-1.0151415]|1485609780352
8|3-axis Accelerometer|[0.7469909,-4.6926355,-0.7086837]|1485609780362
8|3-axis Accelerometer|[0.545878,-5.8322754,-0.30645782]|1485609780372
8|3-axis Accelerometer|[0.7278373,-7.201759,-0.62249243]|1485609780381
8|3-axis Accelerometer|[1.0630256,-8.379706,-1.283292]|1485609780391
8|3-axis Accelerometer|[1.5610195,-9.739613,-1.7238252]|1485609780401
8|3-axis Accelerometer|[2.135628,-10.927136,-1.934515]|1485609780411
8|3-axis Accelerometer|[2.873042,-11.932701,-2.4612393]|1485609780421
8|3-axis Accelerometer|[3.8594532,-12.717999,-2.480393]|1485609780431
8|3-axis Accelerometer|[4.721366,-12.880805,-2.3080103]|1485609780441
8|3-axis Accelerometer|[6.1195793,-13.206416,-2.087744]|1485609780451
8|3-axis Accelerometer|[7.345411,-13.01488,-2.0398598]|1485609780460
8|3-axis Accelerometer|[7.9870567,-12.842498,-2.078167]|1485609780470
8|3-axis Accelerometer|[8.599973,-12.928689,-2.3654714]|1485609780480
8|3-axis Accelerometer|[9.078813,-13.359646,-3.1890767]|1485609780490
8|3-axis Accelerometer|[9.471462,-14.068329,-3.064578]|1485609780500
8|3-axis Accelerometer|[9.634268,-14.030022,-2.681506]|1485609780509
8|3-axis Accelerometer|[10.065224,-14.355634,-2.7485435]|1485609780520
8|3-axis Accelerometer|[10.457873,-15.073894,-3.1986535]|1485609780530
8|3-axis Accelerometer|[10.821792,-15.20797,-3.572149]|1485609780540
8|3-axis Accelerometer|[11.15698,-14.853627,-4.31914]|1485609780549
8|3-axis Accelerometer|[11.453861,-14.642938,-4.3382936]|1485609780559
8|3-axis Accelerometer|[11.377247,-14.393941,-3.9360676]|1485609780569
8|3-axis Accelerometer|[10.821792,-14.18325,-2.9879637]|1485609780579
8|3-axis Accelerometer|[10.773908,-14.805743,-1.7238252]|1485609780588
8|3-axis Accelerometer|[11.492168,-16.069881,-0.7565677]|1485609780598
8|3-axis Accelerometer|[12.440272,-16.788143,-1.0342951]|1485609780609
8|3-axis Accelerometer|[13.924677,-16.242264,-1.9728222]|1485609780619
8|3-axis Accelerometer|[15.897499,-15.47612,-2.4612393]|1485609780628
8|3-axis Accelerometer|[17.257406,-14.106636,-2.4708161]|1485609780638
8|3-axis Accelerometer|[18.061857,-13.263878,-1.7142484]|1485609780648
8|3-axis Accelerometer|[18.20551,-12.4785795,-0.2681506]|1485609780658
8|3-axis Accelerometer|[17.362751,-11.36767,0.9576807]|1485609780667
8|3-axis Accelerometer|[16.376339,-9.950302,0.6607997]|1485609780677
8|3-axis Accelerometer|[15.9262295,-10.362105,0.8619126]|1485609780688
8|3-axis Accelerometer|[15.801731,-12.105083,1.4269443]|1485609780698
8|3-axis Accelerometer|[15.753847,-13.426683,1.5705963]|1485609780707
8|3-axis Accelerometer|[15.8304615,-14.049175,1.3215994]|1485609780717
8|3-axis Accelerometer|[15.993267,-14.211981,1.1971009]|1485609780727
8|3-axis Accelerometer|[16.079458,-13.838486,1.3982137]|1485609780737
8|3-axis Accelerometer|[16.146496,-12.698846,1.8962077]|1485609780746
8|3-axis Accelerometer|[16.270994,-11.798626,2.4133554]|1485609780756
8|3-axis Accelerometer|[16.452953,-11.492168,3.323152]|1485609780766
8|3-axis Accelerometer|[16.529568,-11.329363,3.6774938]|1485609780777
8|3-axis Accelerometer|[16.452953,-11.425131,3.3135753]|1485609780786
8|3-axis Accelerometer|[16.64449,-11.856087,2.8634653]|1485609780796
8|3-axis Accelerometer|[16.912642,-12.162544,2.432509]|1485609780806
8|3-axis Accelerometer|[17.152061,-12.239159,1.9153614]|1485609780816
8|3-axis Accelerometer|[17.429789,-12.152967,1.7142484]|1485609780826
8|3-axis Accelerometer|[17.832014,-12.066776,1.6280571]|1485609780835
8|3-axis Accelerometer|[18.090588,-11.731588,1.5993267]|1485609780845
8|3-axis Accelerometer|[18.253393,-11.204864,1.388637]|1485609780855
8|3-axis Accelerometer|[18.387468,-11.022904,1.8004397]|1485609780866
8|3-axis Accelerometer|[18.454506,-10.745177,2.135628]|1485609780875
8|3-axis Accelerometer|[18.607735,-10.409989,2.3654714]|1485609780885
8|3-axis Accelerometer|[18.89504,-10.745177,3.2273839]|1485609780895
8|3-axis Accelerometer|[18.885464,-10.936713,4.003105]|1485609780905
8|3-axis Accelerometer|[18.646044,-10.879252,4.4436383]|1485609780914
8|3-axis Accelerometer|[18.349161,-10.6398325,4.711789]|1485609780924
8|3-axis Accelerometer|[18.128895,-9.969456,4.7309427]|1485609780934
8|3-axis Accelerometer|[18.013973,-9.251195,4.280833]|1485609780944
8|3-axis Accelerometer|[18.23424,-8.571242,4.462792]|1485609780954
8|3-axis Accelerometer|[18.684351,-8.063671,5.3821654]|1485609780964
8|3-axis Accelerometer|[19.115307,-7.8625584,6.445191]|1485609780974
8|3-axis Accelerometer|[19.574993,-7.651869,7.3166804]|1485609780983
8|3-axis Accelerometer|[19.76653,-7.029376,8.082825]|1485609780994
8|3-axis Accelerometer|[19.565416,-6.253655,8.647857]|1485609781004
8|3-axis Accelerometer|[19.450495,-5.6982,8.810662]|1485609781013
8|3-axis Accelerometer|[19.37388,-4.9320555,8.552089]|1485609781023
8|3-axis Accelerometer|[19.278112,-4.5681367,8.714894]|1485609781033
8|3-axis Accelerometer|[19.172768,-4.175488,8.839393]|1485609781043
8|3-axis Accelerometer|[18.83758,-3.7253778,8.762778]|1485609781052
8|3-axis Accelerometer|[18.53112,-3.4763808,8.858546]|1485609781062
8|3-axis Accelerometer|[18.330008,-3.2369606,8.954314]|1485609781072
8|3-axis Accelerometer|[17.946936,-2.6910827,8.743625]|1485609781083
8|3-axis Accelerometer|[17.611748,-2.2409728,8.408437]|1485609781092
8|3-axis Accelerometer|[17.401058,-1.7908629,8.149862]|1485609781102
8|3-axis Accelerometer|[17.314867,-1.3120226,8.178593]|1485609781112
8|3-axis Accelerometer|[16.960526,-0.93852705,8.494628]|1485609781121
8|3-axis Accelerometer|[16.385916,-0.62249243,8.7532015]|1485609781131
8|3-axis Accelerometer|[15.840038,-0.2777274,8.935161]|1485609781142
8|3-axis Accelerometer|[15.045163,0.038307227,9.232041]|1485609781152
8|3-axis Accelerometer|[13.838486,0.63206923,9.174581]|1485609781161
8|3-axis Accelerometer|[12.842498,0.9768343,9.270349]|1485609781171
8|3-axis Accelerometer|[11.990162,1.2545617,9.3661175]|1485609781181
8|3-axis Accelerometer|[11.118672,1.3694834,9.097966]|1485609781191
8|3-axis Accelerometer|[10.093954,1.7621324,8.916007]|1485609781200
8|3-axis Accelerometer|[9.251195,2.1260512,8.734048]|1485609781211
8|3-axis Accelerometer|[8.39886,2.4708161,8.590396]|1485609781221
8|3-axis Accelerometer|[7.489063,2.920926,8.504205]|1485609781231
8|3-axis Accelerometer|[6.493075,3.0933087,8.1881695]|1485609781240
8|3-axis Accelerometer|[5.3438582,3.371036,8.159439]|1485609781250
8|3-axis Accelerometer|[4.271256,3.620033,8.00621]|1485609781260
8|3-axis Accelerometer|[3.323152,3.7541082,7.747637]|1485609781270
8|3-axis Accelerometer|[2.336741,3.8881836,7.603985]|1485609781279
8|3-axis Accelerometer|[1.2737153,4.1180267,7.28795]|1485609781290
8|3-axis Accelerometer|[0.31603462,4.654328,6.7612257]|1485609781301
8|3-axis Accelerometer|[-0.4405331,5.497087,5.602432]|1485609781311
8|3-axis Accelerometer|[-0.8619126,5.9184666,4.673482]|1485609781320
8|3-axis Accelerometer|[-0.9864111,6.1770406,4.1276035]|1485609781330
8|3-axis Accelerometer|[-0.92895025,6.6750345,3.6296098]|1485609781340
8|3-axis Accelerometer|[-0.9576807,6.9527617,3.1603463]|1485609781349
8|3-axis Accelerometer|[-1.0726024,6.5601125,3.3806129]|1485609781359
8|3-axis Accelerometer|[-1.6567876,5.755661,4.0701427]|1485609781369
8|3-axis Accelerometer|[-2.2601264,4.8267107,4.462792]|1485609781379
8|3-axis Accelerometer|[-2.5091233,4.261679,4.309563]|1485609781389
8|3-axis Accelerometer|[-2.72939,3.9839516,3.8881836]|1485609781399
8|3-axis Accelerometer|[-3.1316159,3.9073372,3.1986535]|1485609781409
8|3-axis Accelerometer|[-3.3423057,4.1946416,2.4229321]|1485609781419
8|3-axis Accelerometer|[-3.1316159,4.548983,1.6663644]|1485609781428
8|3-axis Accelerometer|[-2.6048915,4.6351743,1.2641385]|1485609781438
8|3-axis Accelerometer|[-2.27928,4.261679,0.5650316]|1485609781447
8|3-axis Accelerometer|[-2.1164744,3.86903,0.40222588]|1485609781457
8|3-axis Accelerometer|[-2.1930888,3.667917,0.5363012]|1485609781468
8|3-axis Accelerometer|[-2.1068976,3.4380736,0.4309563]|1485609781478
8|3-axis Accelerometer|[-2.078167,3.3327289,0.23942018]|1485609781487
8|3-axis Accelerometer|[-2.2601264,3.3327289,-0.22026655]|1485609781497
8|3-axis Accelerometer|[-2.432509,3.0550013,-0.7374141]|1485609781506
8|3-axis Accelerometer|[-2.5953147,2.6623523,-0.90979666]|1485609781517
8|3-axis Accelerometer|[-2.719813,2.4420857,-1.1683705]|1485609781527
8|3-axis Accelerometer|[-2.6910827,2.2984335,-1.2641385]|1485609781536
8|3-axis Accelerometer|[-2.585738,2.1260512,-1.2354081]|1485609781546
8|3-axis Accelerometer|[-2.4516625,2.0207062,-1.3503298]|1485609781556
8|3-axis Accelerometer|[-2.2984335,2.0590134,-1.7238252]|1485609781566
8|3-axis Accelerometer|[-2.2026656,1.7812861,-1.9919758]|1485609781575
8|3-axis Accelerometer|[-2.27928,1.3215994,-1.9728222]|1485609781585
8|3-axis Accelerometer|[-2.432509,0.79487497,-1.7238252]|1485609781596
8|3-axis Accelerometer|[-2.480393,0.17238252,-1.4748282]|1485609781606
8|3-axis Accelerometer|[-2.6048915,-0.32561144,-1.3599066]|1485609781615
8|3-axis Accelerometer|[-2.5761611,-0.5650316,-1.436521]|1485609781625
8|3-axis Accelerometer|[-2.432509,-0.6703765,-1.733402]|1485609781635
8|3-axis Accelerometer|[-2.2218192,-0.81402856,-2.087744]|1485609781645
8|3-axis Accelerometer|[-1.7621324,-0.89064306,-2.327164]|1485609781654
8|3-axis Accelerometer|[-1.283292,-0.6991069,-2.6048915]|1485609781664
8|3-axis Accelerometer|[-0.90021986,-0.29688102,-2.8634653]|1485609781674
8|3-axis Accelerometer|[-0.37349546,-0.095768064,-3.1507695]|1485609781685
8|3-axis Accelerometer|[-0.038307227,-0.16280572,-3.217807]|1485609781694
8|3-axis Accelerometer|[0.2873042,-0.6703765,-3.064578]|1485609781704
8|3-axis Accelerometer|[0.7182605,-0.7661445,-3.1603463]|1485609781714
8|3-axis Accelerometer|[1.0726024,-0.58418524,-3.3423057]|1485609781724
8|3-axis Accelerometer|[1.3311762,-0.4405331,-3.3039982]|1485609781733
8|3-axis Accelerometer|[1.5705963,-0.1340753,-3.1890767]|1485609781743
8|3-axis Accelerometer|[1.9057846,-0.12449849,-2.96881]|1485609781753
8|3-axis Accelerometer|[1.982399,-0.5554548,-2.4899697]|1485609781763
8|3-axis Accelerometer|[1.9440918,-0.79487497,-2.2888567]|1485609781774
8|3-axis Accelerometer|[1.9919758,-1.0055647,-2.6910827]|1485609781783
8|3-axis Accelerometer|[1.982399,-1.6567876,-3.3327289]|1485609781793
8|3-axis Accelerometer|[1.8866309,-2.2984335,-3.8594532]|1485609781803
8|3-axis Accelerometer|[1.3311762,-2.9017725,-4.2999864]|1485609781813
8|3-axis Accelerometer|[1.0247183,-3.964798,-5.1140146]|1485609781822
8|3-axis Accelerometer|[1.1492168,-5.6407394,-4.8745947]|1485609781832
8|3-axis Accelerometer|[1.8195933,-6.943185,-4.156334]|1485609781842
8|3-axis Accelerometer|[2.5187001,-7.201759,-3.6870706]|1485609781853
8|3-axis Accelerometer|[3.41892,-7.144298,-3.1890767]|1485609781862
8|3-axis Accelerometer|[4.2042184,-6.751649,-2.0590134]|1485609781872
8|3-axis Accelerometer|[5.1906295,-6.4164605,-0.7565677]|1485609781882
8|3-axis Accelerometer|[6.4547677,-6.196194,0.5554548]|1485609781892
8|3-axis Accelerometer|[7.5561004,-5.9663506,1.2737153]|1485609781901
8|3-axis Accelerometer|[8.456321,-5.861006,1.2258313]|1485609781911
8|3-axis Accelerometer|[9.126697,-6.129156,0.89064306]|1485609781921
8|3-axis Accelerometer|[9.816227,-6.6271505,0.641646]|1485609781930
8|3-axis Accelerometer|[10.840945,-7.431602,0.25857377]|1485609781941
8|3-axis Accelerometer|[11.693281,-7.929596,0.31603462]|1485609781951
8|3-axis Accelerometer|[12.124237,-8.264784,0.51714754]|1485609781961
8|3-axis Accelerometer|[12.258312,-8.015787,0.40222588]|1485609781971
8|3-axis Accelerometer|[12.823344,-7.881712,0.2681506]|1485609781980
8|3-axis Accelerometer|[13.972561,-7.7667904,-0.2681506]|1485609781990
8|3-axis Accelerometer|[15.677233,-8.207323,-0.8714894]|1485609782000
8|3-axis Accelerometer|[17.314867,-8.973468,-1.7238252]|1485609782010
8|3-axis Accelerometer|[18.780119,-9.950302,-2.2122424]|1485609782019
8|3-axis Accelerometer|[19.737799,-10.25676,-2.1643584]|1485609782030
8|3-axis Accelerometer|[20.90617,-9.825804,-2.336741]|1485609782040
8|3-axis Accelerometer|[20.38902,-8.379706,-2.5378537]|1485609782049
8|3-axis Accelerometer|[18.914194,-6.847417,-2.0590134]|1485609782059
8|3-axis Accelerometer|[17.736246,-6.291962,-1.4748282]|1485609782069
8|3-axis Accelerometer|[16.778566,-6.588843,-0.82360536]|1485609782079
8|3-axis Accelerometer|[15.667656,-7.1634517,-0.11492168]|1485609782088
8|3-axis Accelerometer|[14.681245,-7.6135616,0.80445176]|1485609782098
8|3-axis Accelerometer|[13.88637,-7.7189064,1.5705963]|1485609782109
8|3-axis Accelerometer|[13.503298,-7.249643,2.3942018]|1485609782119
8|3-axis Accelerometer|[13.263878,-5.8801594,3.122039]|1485609782128
8|3-axis Accelerometer|[13.254301,-4.3478703,2.96881]|1485609782138
8|3-axis Accelerometer|[13.417107,-3.6104562,3.2369606]|1485609782148
8|3-axis Accelerometer|[13.43626,-3.3997664,3.7062242]|1485609782157
8|3-axis Accelerometer|[13.417107,-3.41892,4.6830587]|1485609782167
8|3-axis Accelerometer|[13.522451,-3.763685,6.646304]|1485609782178
8|3-axis Accelerometer|[13.091495,-3.8881836,8.475474]|1485609782188
8|3-axis Accelerometer|[12.133814,-3.5051112,9.77792]|1485609782197
8|3-axis Accelerometer|[11.281479,-3.2848446,10.7356]|1485609782207
8|3-axis Accelerometer|[10.936713,-3.4955344,11.856087]|1485609782217
8|3-axis Accelerometer|[11.032481,-3.6966474,12.612655]|1485609782226
8|3-axis Accelerometer|[11.722012,-3.41892,14.001291]|1485609782237
8|3-axis Accelerometer|[12.583924,-2.3463178,16.203957]|1485609782247
8|3-axis Accelerometer|[13.493721,-0.7086837,17.84159]|1485609782257
8|3-axis Accelerometer|[13.551182,0.8810662,18.492813]|1485609782266
8|3-axis Accelerometer|[13.177686,1.5897499,19.124884]|1485609782276
8|3-axis Accelerometer|[12.50731,1.7142484,19.393034]|1485609782286
8|3-axis Accelerometer|[11.9135475,1.3790601,18.760965]|1485609782296
8|3-axis Accelerometer|[11.042058,1.532289,17.975666]|1485609782305
8|3-axis Accelerometer|[10.352529,2.4612393,17.985243]|1485609782316
8|3-axis Accelerometer|[10.199299,3.466804,18.646044]|1485609782326
8|3-axis Accelerometer|[9.509769,4.817134,19.038692]|1485609782336
8|3-axis Accelerometer|[8.7053175,5.813122,19.04827]|1485609782345
8|3-axis Accelerometer|[8.025364,5.9567738,19.37388]|1485609782355
8|3-axis Accelerometer|[7.335834,5.363012,19.709068]|1485609782365
8|3-axis Accelerometer|[6.5505357,3.916914,19.996372]|1485609782375
8|3-axis Accelerometer|[5.8705826,2.96881,19.335573]|1485609782384
8|3-axis Accelerometer|[5.45878,3.0071173,18.83758]|1485609782395
8|3-axis Accelerometer|[4.4436383,3.083732,17.72667]|1485609782405
8|3-axis Accelerometer|[3.8786068,2.7389667,17.57344]|1485609782415
8|3-axis Accelerometer|[3.1124623,2.4995465,17.621325]|1485609782424
8|3-axis Accelerometer|[2.7964275,2.7102363,17.0946]|1485609782434
8|3-axis Accelerometer|[2.2505496,2.6431987,16.385916]|1485609782444
8|3-axis Accelerometer|[1.13964,2.327164,16.452953]|1485609782454
8|3-axis Accelerometer|[0.7182605,1.7525556,16.041151]|1485609782463
8|3-axis Accelerometer|[1.1204864,-0.90979666,11.013328]|1485609782473
8|3-axis Accelerometer|[0.17238252,-1.13964,9.308656]|1485609782484
8|3-axis Accelerometer|[-0.6512229,-0.16280572,8.485051]|1485609782494
8|3-axis Accelerometer|[-0.7374141,0.29688102,6.435614]|1485609782503
8|3-axis Accelerometer|[-0.6607997,0.6512229,5.1906295]|1485609782513
8|3-axis Accelerometer|[-0.545878,0.92895025,4.9224787]|1485609782523
8|3-axis Accelerometer|[-0.33518824,1.0055647,4.7500963]|1485609782533
8|3-axis Accelerometer|[0.0,0.9864111,4.6830587]|1485609782542
8|3-axis Accelerometer|[0.31603462,0.9672575,5.1140146]|1485609782552
8|3-axis Accelerometer|[0.5554548,1.0151415,6.14831]|1485609782562
8|3-axis Accelerometer|[0.6703765,1.1204864,7.1730285]|1485609782573
8|3-axis Accelerometer|[0.79487497,1.1971009,7.7572136]|1485609782582
8|3-axis Accelerometer|[0.842759,1.1300632,7.565677]|1485609782592
8|3-axis Accelerometer|[0.7757214,1.1492168,7.2113357]|1485609782602
8|3-axis Accelerometer|[0.9672575,0.93852705,6.646304]|1485609782612
8|3-axis Accelerometer|[1.1492168,0.62249243,6.14831]|1485609782624
8|3-axis Accelerometer|[1.3120226,0.36391866,5.841852]|1485609782631
8|3-axis Accelerometer|[1.3120226,0.60333884,5.899313]|1485609782641
8|3-axis Accelerometer|[1.2354081,0.92895025,6.0525417]|1485609782651
8|3-axis Accelerometer|[1.13964,1.2162545,6.540959]|1485609782661
8|3-axis Accelerometer|[1.1300632,1.5131354,7.297527]|1485609782671
8|3-axis Accelerometer|[1.2258313,1.8100165,7.699753]|1485609782681
8|3-axis Accelerometer|[1.4556746,1.8291701,8.341399]|1485609782691
8|3-axis Accelerometer|[1.8004397,1.7046716,9.14585]|1485609782701
8|3-axis Accelerometer|[2.0494366,1.5705963,9.3182335]|1485609782710
8|3-axis Accelerometer|[1.5131354,1.5801731,9.950302]|1485609782720
8|3-axis Accelerometer|[1.4077905,1.5897499,9.615114]|1485609782730
8|3-axis Accelerometer|[2.1930888,1.283292,8.513782]|1485609782740
8|3-axis Accelerometer|[2.4037786,1.0534488,5.45878]|1485609782749
8|3-axis Accelerometer|[2.3175871,1.4652514,6.0621185]|1485609782760
8|3-axis Accelerometer|[2.336741,2.0973208,9.77792]|1485609782770
8|3-axis Accelerometer|[2.4516625,2.920926,11.789049]|1485609782780
8|3-axis Accelerometer|[2.7006595,2.6527755,10.773908]|1485609782790
8|3-axis Accelerometer|[2.873042,2.3942018,8.628703]|1485609782799
8|3-axis Accelerometer|[2.8634653,2.3463178,7.795521]|1485609782809
8|3-axis Accelerometer|[2.5474305,2.8060043,8.801085]|1485609782819
8|3-axis Accelerometer|[2.3942018,3.3135753,9.548077]|1485609782829
8|3-axis Accelerometer|[2.3080103,3.3423057,9.32781]|1485609782838
8|3-axis Accelerometer|[2.2026656,3.3135753,8.7532015]|1485609782848
8|3-axis Accelerometer|[2.0973208,3.4572272,8.274361]|1485609782858
8|3-axis Accelerometer|[2.0590134,3.4284968,8.322245]|1485609782869
8|3-axis Accelerometer|[2.231396,3.3135753,8.542512]|1485609782879
8|3-axis Accelerometer|[2.2888567,3.514688,8.437167]|1485609782888
8|3-axis Accelerometer|[2.2409728,3.7062242,8.111555]|1485609782898
